date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:24	40745/40745	---MCZ	200	added ('OK')	text/html	etag:W/%22850755a83d266936e30b0eee1fa8e023%22	https://isti-html.vercel.app/index-2.html	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/index-2.html	(from )
15:29:25	1485/1485	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2018:29:23%20GMT	https://isti-html.vercel.app/robots.txt		(from )
15:29:25	3466/3466	---M--	200	added ('OK')	image/png	etag:%225364c23b55c2f5895fc62b71dc6c1f80%22	https://isti-html.vercel.app/images/favicon.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/favicon.png	(from https://isti-html.vercel.app/index-2.html)
15:29:25	465639/465639	---MCZ	200	added ('OK')	text/css	etag:W/%225fd32da56084a910c787795ba3235a51%22	https://isti-html.vercel.app/css/font-awesome-pro.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/font-awesome-pro.css	(from https://isti-html.vercel.app/index-2.html)
15:29:25	254900/254900	---MCZ	200	added ('OK')	text/css	etag:W/%227af9074fbc25de94b9fafe5898af5d2c%22	https://isti-html.vercel.app/css/plugin.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/plugin.css	(from https://isti-html.vercel.app/index-2.html)
15:29:26	141076/141076	---MCZ	200	added ('OK')	text/css	etag:W/%221e2aa0438eb5b785b0b681fbfaef138a%22	https://isti-html.vercel.app/css/spacing.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/spacing.css	(from https://isti-html.vercel.app/index-2.html)
15:29:26	1828/1828	---MCZ	200	added ('OK')	text/css	etag:W/%22f97d4f74d1bff1eab1ec93f3bdc7e91e%22	https://isti-html.vercel.app/css/scroll_top.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/scroll_top.css	(from https://isti-html.vercel.app/index-2.html)
15:29:26	57167/57167	---MCZ	200	added ('OK')	text/css	etag:W/%228d01e8d9f0ca12bbe3eca5d58b4b6994%22	https://isti-html.vercel.app/css/style.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/style.css	(from https://isti-html.vercel.app/index-2.html)
15:29:26	29454/29454	---MCZ	200	added ('OK')	text/css	etag:W/%22b14426ab768f653c5554c9a5fa4da237%22	https://isti-html.vercel.app/css/responsive.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/css/responsive.css	(from https://isti-html.vercel.app/index-2.html)
15:29:26	1415/1415	---MCZ	200	added ('OK')	text/css	etag:W/%229703d2865fbc14a6e116e94048df4ac3%22	https://isti-html.vercel.app/isti-icon/style.css	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/isti-icon/style.css	(from https://isti-html.vercel.app/index-2.html)
15:29:27	3162/3162	---M--	200	added ('OK')	image/png	etag:%22b07854cffe7984fa1b69f63a3322741a%22	https://isti-html.vercel.app/images/logo_3.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/logo_3.png	(from https://isti-html.vercel.app/index-2.html)
15:29:27	194775/194775	---M--	200	added ('OK')	image/jpeg	etag:%2268527962fe2c09b142ec773106b92222%22	https://isti-html.vercel.app/images/banner_bg2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/banner_bg2.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:27	491170/491170	---M--	200	added ('OK')	image/jpeg	etag:%22b38feb55f8d1d74c3221ed54185dc6c8%22	https://isti-html.vercel.app/images/portfolio_4.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/portfolio_4.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:27	269772/269772	---M--	200	added ('OK')	image/jpeg	etag:%22f42f8b91b7abbe529e97c02aa0437925%22	https://isti-html.vercel.app/images/portfolio_5.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/portfolio_5.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:28	4498/4498	---M--	200	added ('OK')	image/png	etag:%2229afe79846b568632373053606f4c5d8%22	https://isti-html.vercel.app/images/service_4.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_4.png	(from https://isti-html.vercel.app/index-2.html)
15:29:28	8915/8915	---M--	200	added ('OK')	image/png	etag:%22c7d431801f76d30e513adda63402873c%22	https://isti-html.vercel.app/images/service_6.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_6.png	(from https://isti-html.vercel.app/index-2.html)
15:29:28	6066/6066	---M--	200	added ('OK')	image/png	etag:%22363c2ea9cd12922240022d1898ca2ff8%22	https://isti-html.vercel.app/images/service_5.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_5.png	(from https://isti-html.vercel.app/index-2.html)
15:29:28	43727/43727	---M--	200	added ('OK')	image/png	etag:%22c24bb7b4f379a301d759b33eda981855%22	https://isti-html.vercel.app/images/review_1.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/review_1.png	(from https://isti-html.vercel.app/index-2.html)
15:29:28	49913/49913	---M--	200	added ('OK')	image/png	etag:%22a8d2e4f1e2600059fd4863d95fd5648a%22	https://isti-html.vercel.app/images/brand_6.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_6.png	(from https://isti-html.vercel.app/index-2.html)
15:29:29	38111/38111	---M--	200	added ('OK')	image/png	etag:%22bffbf2450d42ae9d804431782822ae5f%22	https://isti-html.vercel.app/images/brand_7.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_7.png	(from https://isti-html.vercel.app/index-2.html)
15:29:29	50293/50293	---M--	200	added ('OK')	image/png	etag:%220fb6c8cc6e63da2e3acd7bd1d1c8b215%22	https://isti-html.vercel.app/images/brand_8.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_8.png	(from https://isti-html.vercel.app/index-2.html)
15:29:29	57861/57861	---M--	200	added ('OK')	image/png	etag:%228e3f96409ab24c737a20e40a54222165%22	https://isti-html.vercel.app/images/brand_9.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_9.png	(from https://isti-html.vercel.app/index-2.html)
15:29:29	49329/49329	---M--	200	added ('OK')	image/png	etag:%226ee07ba5557f62a6bebc74b49352dd78%22	https://isti-html.vercel.app/images/brand_10.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_10.png	(from https://isti-html.vercel.app/index-2.html)
15:29:30	23672/23672	---MCZ	200	added ('OK')	text/html	etag:W/%22f13733be09e241e9274797f54e965b53%22	https://isti-html.vercel.app/blog-details.html	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/blog-details.html	(from https://isti-html.vercel.app/index-2.html)
15:29:30	160389/160389	---M--	200	added ('OK')	image/jpeg	etag:%22903b66cb57052d450450b57403b37bbb%22	https://isti-html.vercel.app/images/blog_7.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_7.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:30	196175/196175	---M--	200	added ('OK')	image/jpeg	etag:%2227348cb3c7176309f7c4118fbc99aad4%22	https://isti-html.vercel.app/images/blog_8.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_8.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:30	254872/254872	---M--	200	added ('OK')	image/jpeg	etag:%22b0f66cc71e136701ba30dbba815c5c10%22	https://isti-html.vercel.app/images/blog_9.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_9.jpg	(from https://isti-html.vercel.app/index-2.html)
15:29:30	37257/37257	---MCZ	200	added ('OK')	text/html	etag:W/%22796941c566614a688636f0ffe6d738c0%22	https://isti-html.vercel.app/index.html	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/index.html	(from https://isti-html.vercel.app/index-2.html)
15:29:31	546719/546719	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f63911df650375710e323964c8ef94%22	https://isti-html.vercel.app/js/plugin.js	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/js/plugin.js	(from https://isti-html.vercel.app/index-2.html)
15:29:31	395464/395464	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be4c9473788b68a3e171c8a4e0524903%22	https://isti-html.vercel.app/js/animation.js	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/js/animation.js	(from https://isti-html.vercel.app/index-2.html)
15:29:31	2604/2604	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260c54cf3ffead0503ffa1d33346b8829%22	https://isti-html.vercel.app/js/scroll_top.js	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/js/scroll_top.js	(from https://isti-html.vercel.app/index-2.html)
15:29:31	25738/25738	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f2306683c7dc28b9d13bf17fedaca8%22	https://isti-html.vercel.app/js/main.js	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/js/main.js	(from https://isti-html.vercel.app/index-2.html)
15:29:32	104740/104740	---M--	200	added ('OK')	font/woff2	etag:%2227ed7b486bfe3163c0d312b6d2aa9069%22	https://isti-html.vercel.app/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-brands-400.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:32	180684/180684	---MCZ	200	added ('OK')	font/ttf	etag:W/%228d2c11bfefaa06777f86e3d504422ed1%22	https://isti-html.vercel.app/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-brands-400.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:32	3721/3721	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2018:29:31%20GMT	https://isti-html.vercel.app/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-duotone-900.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:32	3721/3721	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2018:29:31%20GMT	https://isti-html.vercel.app/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-duotone-900.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:33	392136/392136	---M--	200	added ('OK')	font/woff2	etag:%222cb9262f4870f225de120af23500828a%22	https://isti-html.vercel.app/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-light-300.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:33	999704/999704	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b0b8af255ee563e479319c683f8c48fd%22	https://isti-html.vercel.app/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-light-300.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:33	357732/357732	---M--	200	added ('OK')	font/woff2	etag:%22aca950cc283a103f77e0001fb67043b7%22	https://isti-html.vercel.app/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-regular-400.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
